16984,o,2
35540,o,1
9185,p,2
11792,o,2
38816,o,1
3113,o,42
11955,o,16
19771,o,7
11289,o,6
2054,p,5
11846,p,3
7708,p,1
23900,p,2
5447,o,2
151891,o,11
13500,p,1
36040,p,3
6914,p,1
68145,o,5
41861,o,4
8898,o,12
19330,o,2
92700,n,5
32261,p,6
12578,n,1
14241,p,3
16388,n,1
3296,p,6
12889,o,7
22064,p,2
10100,p,4
3484,p,6
64829,o,2
5358,p,17
10389,o,4
62009,o,7
22359,o,2
14649,o,2
24773,o,4
6953,o,10
14595,o,4
53750,p,4
22261,o,1
21902,p,1
30842,o,8
328692,o,9
780,o,29
6682,o,6
179646,o,10
8673,p,3
15357,p,1
7333,p,4
13594,o,6
13208,o,12
21583,p,2
11598,o,23
29024,o,12
13893,p,3
22938,o,10
3335,p,5
7010,o,7
95413,p,1
25041,p,1
16049,p,2
21414,o,2
17780,o,3
4439,o,32
2543,o,22
847,o,2
6213,o,29
13436,p,2
1390,p,5
13279,n,1
41503,o,2
11248,p,1
34678,p,4
2040,o,11
20446,o,1
17592,o,23
48793,p,2
6446,o,9
5040,o,14
28232,o,2
14234,o,4
2713,o,35
170469,o,14
12195,o,55
8793,o,12
13824,p,8
13156,p,3
18380,p,8
10687,o,7
28323,o,1
17577,o,5
17284,p,3
164567,o,11
5539,n,1
18043,o,1
17848,n,3
112870,o,20
174994,o,14
248,o,33
5369,p,10
6437,p,4
35104,o,6
20934,o,8
3234,o,18
67056,o,4
5583,p,1
17499,p,3
15885,p,1
38414,o,1
10541,p,2
1241,o,7
5331,o,7
28014,p,3
8071,o,2
4267,o,7
11210,p,10
1346,p,4
14298,p,1
56270,o,2
20,o,16
346,o,35
89450,o,4
12122,o,3
9535,p,4
20604,o,2
2368,o,3
2068,o,36
17750,o,33
130180,o,27
10111,p,3
19585,p,1
162994,o,11
19688,o,3
7415,p,6
26483,p,1
88230,o,1
8487,o,5
11491,o,14
389,o,21
33601,o,23
12043,o,36
22629,o,8
103730,p,1
12208,p,4
5754,p,6
12795,o,7
8044,p,3
23405,o,3
3610,p,3
28074,o,6
4884,o,22
17812,o,10
981,p,8
11109,p,2
23702,o,10
15640,o,1
2030,o,5
13265,p,1
8056,n,1
9695,o,6
28673,o,73
6339,o,4
5152,p,6
35713,o,1
5711,o,21
15599,o,3
16234,p,2
13644,p,1
16109,o,1
4626,o,80
13572,o,16
28663,p,1
182,o,16
26506,o,17
4886,o,14
16077,p,4
10951,p,3
5015,p,3
1287,p,8
226,o,24
28963,p,2
13971,p,1
38682,o,2
6284,o,4
12207,o,9
16153,o,29
18463,o,3
521,o,24
14248,p,2
9765,o,3
6543,n,4
3133,o,7
40516,p,1
4216,p,4
22968,p,1
271,p,19
43094,o,6
45574,o,4
1126,o,6
1916,o,25
32702,o,1
4006,o,12
8475,p,5
1543,p,4
34355,p,1
9727,o,6
173983,o,14
172109,o,14
1143,o,16
15697,o,11
10285,o,13
24737,o,4
9738,p,4
47855,o,2
12894,p,1
7107,n,1
16069,o,3
8264,p,7
14876,p,2
51106,o,2
14152,o,1
13088,o,3
20834,o,2
4462,o,19
22220,o,1
36274,n,1
7533,o,5
7548,p,12
15693,o,9
90397,o,2
161195,o,11
6964,p,9
994,p,2
33399,o,1
21381,o,1
10159,o,3
37992,p,1
101118,o,20
53504,o,10
22433,p,3
18129,p,2
12066,o,5
9965,p,1
2996,n,3
16269,p,3
21188,o,2
47646,o,3
18296,o,1
23604,p,4
22555,o,5
7483,o,14
10535,o,28
29555,o,4
48937,o,6
34166,p,1
17768,p,2
14730,p,2
9284,p,3
21573,o,5
24379,o,1
699,p,7
11509,p,5
147632,o,11
3024,o,6
7184,o,22
16296,o,3
40576,o,6
31988,o,4
26204,o,2
11239,p,3
26286,o,1
24275,p,1
8077,p,4
3875,o,33
3082,p,5
23299,o,8
9912,p,11
2354,p,12
4106,p,7
10025,o,3
5402,p,4
18125,o,2
81467,o,2
13658,o,6
46506,o,5
16958,o,7
9214,o,3
1167,p,2
12046,o,1
102008,o,4
26978,o,6
8805,p,3
1361,p,1
6791,p,4
8809,o,14
13983,o,73
22724,p,1
23881,o,3
10355,o,11
13696,p,1
15185,o,10
22573,o,4
50230,p,1
19392,o,1
9620,o,13
16657,p,3
41058,o,5
23652,o,10
24336,o,1
12504,o,1
9399,p,1
9823,p,4
29854,o,2
12381,o,6
8328,p,4
20255,o,15
13330,p,3
22701,o,2
9413,o,9
10913,o,5
29018,p,1
148,p,3
550,p,6
20673,o,6
38489,n,3
8406,p,4
47617,o,1
5765,p,10
4890,o,7
18704,o,14
250,o,17
4448,o,6
221,p,4
7462,o,13
10336,o,15
57888,o,4
7169,p,4
555,p,7
103561,p,3
11967,p,9
12429,p,2
15530,o,2
130508,o,1
16087,p,1
1790,p,4
3197,o,59
9768,p,6
6279,o,30
1372,p,25
30931,o,63
40403,o,3
151369,o,11
45810,p,2
19275,o,9
1719,n,1
31060,p,1
6044,p,4
12223,o,3
15846,p,5
30675,o,1
32106,p,2
11231,o,1
28457,o,1
543,p,7
18764,o,10
21016,o,11
26742,o,4
43198,o,4
7494,n,1
26620,o,11
2666,o,9
6207,p,2
38170,o,1
10254,o,4
9967,o,8
6422,p,6
51865,o,4
26090,p,2
35287,o,3
17029,o,3
1793,o,3
7966,p,4
12581,o,5
8068,p,1
20448,p,1
90072,o,2
9305,p,2
578,o,79
6004,o,21
30184,o,3
3622,o,33
7985,p,5
15380,o,26
10936,o,2
42681,p,2
14362,o,2
5899,p,9
94783,p,1
15121,p,3
15158,o,5
20690,o,1
10373,p,3
401,o,29
111675,o,20
4121,o,5
14019,o,29
8110,p,2
10008,p,4
73585,o,4
11061,o,15
75532,p,4
32747,o,2
18134,p,2
30673,o,4
6007,o,5
20779,o,1
77764,p,2
4512,o,7
9128,o,20
6366,o,17
7616,o,21
30244,o,13
21198,o,2
2786,o,31
3991,p,2
19530,o,5
8295,p,4
46140,o,1
1410,o,8
146644,o,11
77206,o,2
2894,o,3
8719,p,3
44145,p,1
11098,o,1
4256,p,2
41417,o,1
74813,o,6
3280,p,5
6020,p,5
61829,o,1
18454,p,3
10449,n,3
17357,p,5
10698,o,15
14711,p,3
793,p,5
5364,o,15
29516,o,42
8998,o,15
11158,o,11
64902,o,2
32120,o,1
5275,o,9
19988,p,1
7247,o,12
470,p,5
45125,o,6
8639,o,15
7490,p,1
94438,p,1
69156,p,3
4085,n,5
944,p,4
9838,o,24
12988,n,1
44854,o,1
20035,p,3
33873,p,1
11737,p,6
10845,p,1
7603,o,18
4893,o,33
5215,o,8
1153,o,53
3699,o,22
1753,o,5
5780,p,2
4562,p,1
16288,p,3
24505,o,6
22893,o,17
1324,o,17
14048,o,1
14468,o,4
17132,o,1
18888,o,4
16979,o,10
25565,o,1
2517,o,12
8593,o,7
4803,o,10
8738,p,4
157991,o,11
82905,o,2
10921,o,8
71903,o,2
17555,o,2
60288,p,1
43767,o,1
104,p,9
106628,o,20
31440,o,6
322,o,26
9942,o,14
2690,o,20
34882,o,2
21392,o,3
59783,p,2
5810,o,5
29731,p,2
8264,n,1
12742,o,3
6634,o,4
27922,o,1
11262,o,2
25215,o,7
84351,o,2
9842,p,4
26279,o,1
49805,o,1
3641,p,9
11124,o,4
5727,p,1
22555,p,1
249,p,5
35204,o,1
34676,o,1
1561,o,16
5015,o,58
5830,p,2
5359,o,14
4600,p,6
16439,o,15
15054,p,3
71799,o,2
16881,o,1
11533,o,2
4396,p,2
79993,o,1
25853,o,7
15709,n,1
12839,p,4
1789,p,8
3316,o,17
80890,o,2
9680,o,11
37947,p,1
23058,o,14
15713,p,5
8878,o,18
1164,n,1
6163,p,14
5297,p,9
13408,o,5
4991,p,1
2400,p,4
12986,p,2
38820,p,4
7186,p,2
1264,p,7
3075,n,1
2757,o,15
22384,p,1
78459,o,3
5929,n,1
308,o,23
8744,o,10
56942,o,14
2439,p,6
1796,o,8
7790,o,23
17471,p,9
31308,o,9
8087,p,4
44154,o,4
10862,o,5
24984,o,4
9082,n,10
14153,p,1
1875,o,9
5819,o,16
6341,o,13
5609,o,13
9927,o,6
698,p,8
28905,o,5
23546,p,1
39959,o,4
7903,o,3
57738,p,3
21030,p,1
4658,o,20
6636,o,11
22256,o,1
3152,o,16
9732,o,5
35494,o,2
3264,n,2
24538,o,94
33948,o,3
15540,o,9
12267,p,4
10413,p,3
27313,p,1
35297,p,1
5603,p,2
42753,p,2
6750,o,2
10919,o,9
11832,p,3
8811,o,13
28581,o,6
10014,p,2
8470,o,15
60420,o,6
2679,p,10
14212,o,70
12278,o,33
12369,p,2
242,o,12
9498,o,5
5895,p,2
20074,o,18
2127,p,6
22036,n,1
16601,o,1
21628,p,1
15699,o,58
13796,p,1
7681,o,8
16174,p,1
39510,p,1
60269,o,6
7449,o,3
152617,o,11
16631,o,3
11058,p,5
12539,o,2
2931,n,1
5617,p,4
6344,o,20
3644,o,10
26632,o,1
5203,p,4
20108,o,12
28,o,34
2673,p,1
8825,p,1
20263,o,14
180575,o,10
34311,o,1
51301,o,5
79943,o,1
27831,o,1
5854,p,7
1318,o,15
6312,o,12
5459,p,9
4913,p,2
12511,p,3
40139,p,1
14215,p,1
32480,o,3
6949,o,72
5123,o,7
55189,o,5
10048,p,2
28523,o,4
9104,p,1
26281,o,1
15161,p,9
24216,o,8
13620,o,10
11454,n,5
15193,p,1
24307,p,1
40514,o,1
11349,o,5
4459,o,3
32765,o,9
10932,p,2
16814,p,1
90512,p,1
12090,p,4
6226,p,9
30807,o,1
112462,p,1
25190,p,1
46556,o,19
4746,o,16
6584,o,16
2404,o,66
3582,o,14
2858,o,22
28424,o,3
19358,o,9
16744,o,1
26935,p,1
11059,p,1
3174,p,7
50653,n,1
11528,p,1
8628,p,1
16945,o,1
27471,o,2
4202,p,1
3168,p,2
9089,o,1
464,o,21
5817,p,4
53112,o,2
3721,p,16
18468,o,12
30394,o,36
14483,p,4
5115,p,2
57214,o,5
17706,o,28
54234,o,4
13313,p,1
19613,p,1
13031,p,5
12054,n,1
167178,o,1
6459,o,33
4582,p,9
89193,o,2
7935,o,2
774,o,28
16092,o,18
7078,o,21
22986,o,22
18903,p,3
18472,o,33
5023,p,6
55652,o,7
8062,o,16
45085,p,1
14094,o,12
9447,p,2
11867,p,2
79460,o,2
13694,o,3
18152,o,9
10770,o,1
28893,p,2
3924,p,7
12227,o,3
15771,o,11
106064,p,1
11235,o,5
10080,p,3
41583,o,7
42133,o,1
12806,p,2
25937,o,1
12196,p,1
1352,o,23
21795,p,3
6352,o,10
324,o,32
1280,o,34
266,o,26
44890,o,5
1788,o,21
21109,p,1
39006,o,8
25256,o,1
28786,o,3
1753,p,3
25350,o,6
1179,p,11
16360,o,6
10393,p,1
29319,p,1
983,p,3
3114,n,1
3994,o,3
52002,o,14
15087,o,16
6743,o,8
1155,o,17
24781,o,3
10908,p,1
8284,p,9
184,p,9
11336,p,5
10227,o,1
7234,p,1
36013,o,5
2528,o,8
7539,p,3
17572,o,26
2767,p,5
727,p,8
8074,o,18
39049,p,2
55066,o,1
7989,o,34
3147,o,5
11335,o,9
26935,o,2
5985,o,8
42168,p,1
57241,o,1
11305,o,2
3405,o,3
25702,p,1
1196,o,27
3127,p,10
6001,p,7
7730,o,34
31283,p,2
9582,o,40
19464,o,1
16526,o,21
11844,o,3
3040,o,5
4414,o,12
36424,o,2
17853,p,3
16632,p,3
8467,o,16
856,p,12
19040,p,2
21109,o,12
14376,p,1
2889,o,5
12800,p,1
30168,p,1
43541,o,1
24479,o,8
9238,p,1
115356,o,20
8260,o,25
19483,p,1
6205,p,2
10166,o,2
6188,o,4
6241,p,2
35311,p,1
42337,o,5
933,o,45
5374,p,6
38633,o,2
66579,o,6
1511,o,37
6132,p,7
42908,p,9
3616,p,3
11716,p,1
4772,p,1
196,p,13
102195,o,3
11936,o,31
3122,n,1
3189,p,10
13085,p,2
19040,o,3
103810,o,3
17665,p,2
29620,p,2
10177,o,16
38285,o,19
22662,p,2
36571,o,4
6207,o,11
30018,p,1
5134,p,13
33338,p,1
38289,o,10
9974,p,1
42727,o,1
34667,o,2
42396,p,1
15324,o,17
5222,o,22
3614,o,8
1032,o,22
1606,o,14
961,p,5
106426,o,1
21362,o,3
20042,o,2
54355,p,1
9963,p,2
36547,p,4
72,n,1
39934,o,1
414,p,8
21297,o,6
16993,n,1
6852,p,1
22216,p,1
16286,p,1
27714,o,15
4734,o,15
12062,o,6
173410,o,14
2261,p,2
42732,o,4
8893,p,3
11928,n,2
8751,p,4
7927,p,3
2606,o,11
5383,o,23
11647,o,28
5203,o,10
6273,o,7
369,o,11
1715,o,32
67255,o,6
1160,p,3
13026,o,32
51006,o,14
31544,o,39
1344,o,4
6500,o,11
367,p,11
469,p,9
73,p,3
8749,p,10
9045,o,7
21250,p,1
12644,p,2
14718,p,5
67275,o,1
19827,n,1
24313,o,4
29206,p,2
3778,p,3
7024,p,1
17803,o,2
8990,o,6
3488,o,15
3600,o,20
55343,p,1
11155,p,14
29468,o,2
6677,p,3
762,o,16
43982,o,2
11612,o,6
9924,o,3
24798,o,1
32749,p,2
4769,p,1
20837,p,1
26912,o,2
4561,p,2
4291,p,1
6735,o,40
3389,o,39
1825,n,8
20257,o,4
28467,o,3
10303,o,10
7794,p,9
17694,p,1
31414,p,1
42143,o,3
3454,p,2
3252,p,1
24272,o,29
23872,o,1
3840,o,17
12754,o,2
13948,o,1
13376,o,3
30369,p,1
15661,p,1
10194,o,3
6463,p,1
33070,o,2
20870,o,6
29795,o,9
5573,o,23
156877,o,11
6767,o,13
2163,o,30
8745,o,9
20,p,3
6922,p,12
15471,o,3
3397,n,1
34241,o,2
28340,o,1
910,o,11
22330,o,5
26862,o,6
9970,n,1
7188,o,5
7975,p,3
1048,n,3
29586,o,1
34114,o,4
12388,o,4
18615,p,16
22254,o,2
11439,p,2
2510,p,16
30211,o,51
1189,o,24
5652,p,12
2556,p,5
15419,o,4
46743,o,2
43116,p,2
1996,p,10
31249,o,1
50565,o,3
2294,p,4
39067,o,2
2115,p,17
6907,p,6
3000,o,18
9790,o,25
22831,p,1
12408,o,1
10046,o,1
4696,o,9
52985,p,2
26423,p,1
2867,p,6
31956,o,2
8695,p,1
52652,o,1
18079,p,2
13206,o,1
10927,o,17
3983,o,32
7147,o,17
899,o,7
1581,o,18
24110,p,1
17226,p,1
16017,o,1
78921,o,4
10422,p,10
72930,p,1
17681,o,3
41059,o,1
4649,p,13
2718,o,19
34094,o,12
39164,o,2
4389,p,13
2109,p,10
15678,o,1
19897,p,5
6729,p,3
1099,p,8
21881,p,1
20733,o,3
2737,o,19
26189,o,4
20267,o,2
71933,o,4
18656,p,5
3978,p,6
2857,o,10
47532,p,1
8956,p,1
12515,n,1
10481,o,13
36876,p,3
14878,p,1
5644,o,35
11086,o,4
16064,o,5
4464,o,46
22250,o,3
6423,p,4
10098,o,5
40737,p,1
14621,p,6
28076,o,7
59767,p,3
9913,p,34
55686,o,2
10869,n,2
10534,p,1
7800,p,2
4443,o,11
14685,o,1
13260,p,1
4262,p,11
1327,o,6
74439,o,2
1331,p,19
6064,o,12
54526,o,2
2342,n,1
422,o,18
7633,p,1
246,o,10
12604,o,1
11769,p,1
22067,p,2
15490,o,1
12760,o,1
13362,o,2
11734,n,1
73823,o,10
17047,o,10
8295,o,17
24041,o,12
3907,n,1
10136,p,5
2335,o,13
20682,p,1
6854,p,1
12136,p,12
28295,o,2
14435,o,1
35342,o,8
5998,o,31
600,o,39
8002,n,1
4386,o,15
1584,o,9
17204,o,1
32134,o,2
4655,p,3
49419,p,8
4429,p,3
7807,p,5
17418,o,2
1165,p,1
16477,o,25
112094,p,1
14819,o,2
56949,o,1
12570,o,36
16868,o,6
1348,o,11
43058,o,3
11212,o,44
27842,o,2
21971,p,1
34538,o,25
23912,o,2
6987,p,13
45334,o,2
1967,p,7
5585,p,8
4242,p,6
43195,o,5
29327,o,4
14407,n,1
5397,o,6
20206,p,3
6727,n,1
112478,o,20
11822,o,9
29202,o,6
8234,o,11
3353,p,1
21174,o,7
9962,o,9
24306,o,1
17470,o,7
29452,n,1
178324,o,3
24791,n,1
5113,o,24
3001,o,5
3201,o,18
2557,o,29
3329,o,21
2942,p,1
31121,o,3
46186,p,1
4982,p,12
6360,p,1
18004,p,1
6499,p,7
4112,o,52
11376,o,3
28864,n,1
17092,o,12
7206,o,37
58656,o,3
165392,o,4
16179,p,1
4289,p,2
11396,o,1
25384,o,3
103167,p,1
11427,o,9
3753,o,11
12113,o,17
34743,o,4
10979,o,25
3424,p,12
4860,p,11
12403,o,6
11404,p,6
34135,o,1
7324,p,3
5430,p,5
1065,p,11
1959,p,6
5781,p,4
9555,p,2
69090,o,8
10240,o,9
20174,o,1
32697,p,3
158102,o,11
433,p,13
16763,p,2
825,p,3
17876,o,3
39013,p,1
92182,o,1
3437,o,30
9689,o,5
2529,o,47
4601,o,16
11747,o,17
173515,o,14
158077,o,11
3947,o,13
10762,p,2
24560,p,6
27726,p,4
5654,p,8
37642,p,3
18805,o,2
5630,p,4
29824,p,1
91334,p,2
611,n,2
108,o,35
14536,o,6
3541,p,7
9588,o,25
8550,o,7
2046,o,20
2146,n,1
5764,o,24
18630,o,15
21850,o,12
62340,o,2
852,n,3
18804,o,2
4472,n,1
9977,o,3
33279,o,2
22112,p,2
3352,p,3
686,p,19
151465,o,11
10826,p,5
6704,p,2
2527,p,12
12697,p,3
