566762,8,1.75338530980714,4273
6659437,13,2.3427741466957155,3226
289395301,44,26.338028169014084,1870
4847077,12,2.810902896081772,1650
153828974,19,5.322274881516588,1123
354378600,24,7.482758620689655,1085
5885516,10,2.403076923076923,781
478821,6,2.3689024390243905,777
1365048,9,2.1353591160220993,773
161036658,6,1.796116504854369,740
58863239,8,1.660332541567696,699
363766343,20,6.18348623853211,674
89393869,6,2.0251572327044025,644
525386,8,2.681614349775785,598
826608,7,2.4310344827586206,564
5228801,7,1.9492753623188406,538
373383,11,2.54040404040404,503
300654317,13,3.944,493
104207,6,1.9828326180257512,462
199715535,12,3.5950413223140494,435
120469193,14,4.706521739130435,433
365139185,21,16.076923076923077,418
175725691,6,2.3254437869822486,393
5690434,9,2.6382978723404253,372
290098795,19,2.8833333333333333,346
342330453,13,3.4408602150537635,320
45790486,8,2.457627118644068,290
21612935,5,1.569060773480663,284
368107,13,6.454545454545454,284
214409636,24,3.551282051282051,277
34222116,6,1.9424460431654675,270
1177655,15,7.7272727272727275,255
241956107,7,2.247787610619469,254
288328730,11,7.4411764705882355,253
10367407,10,2.0330578512396693,246
403019699,7,2.8,224
3964083,6,2.4395604395604398,222
1770690,6,2.7974683544303796,221
414820041,5,2.2903225806451615,213
32940222,6,3.4745762711864407,205
378268,5,1.9607843137254901,200
28817642,10,4.488372093023256,193
298912,7,2.546666666666667,191
24147,8,2.44,183
239890900,13,10.647058823529411,181
172544228,5,1.2971014492753623,179
215337222,5,2.918032786885246,178
181557115,6,1.831578947368421,174
50389743,6,1.4956521739130435,172
8596085,6,1.9411764705882353,165
9570857,10,5.689655172413793,165
4716727,5,2.484848484848485,164
9150947,7,2.342857142857143,164
285801267,6,3.018867924528302,160
17748381,6,2.3484848484848486,155
45988443,5,2.442622950819672,149
32086530,5,2.292307692307692,149
885323,9,4.323529411764706,147
97099737,7,2.543859649122807,145
53901455,7,2.660377358490566,141
1178396,7,2.3559322033898304,139
17308292,6,2.0757575757575757,137
248473333,13,9.133333333333333,137
646486,5,2.5283018867924527,134
321858,6,2.4444444444444446,132
23147651,8,2.5294117647058822,129
4529662,4,1.8428571428571427,129
410141,6,2.290909090909091,126
1654309,6,2.617021276595745,123
52605430,8,2.880952380952381,121
1633596,5,2.36734693877551,116
1560169,5,2.697674418604651,116
14680377,6,2.511111111111111,113
195922743,12,2.511111111111111,113
2084284,5,2.196078431372549,112
339964103,10,4.3076923076923075,112
398824186,5,2.642857142857143,111
18139132,6,2.707317073170732,111
64451114,4,2.0961538461538463,109
17948257,6,2.7948717948717947,109
84422654,12,3.689655172413793,107
39575543,6,1.9090909090909092,105
43900,6,3.0,102
5123082,6,2.4047619047619047,101
6388632,4,1.9056603773584906,101
2049267,4,2.5641025641025643,100
265775870,6,2.6944444444444446,97
97026617,6,2.526315789473684,96
382357128,8,3.76,94
186825,7,3.576923076923077,93
3547986,4,1.6140350877192982,92
193120913,6,2.967741935483871,92
