38996,6,6.0,6,6,6.0,6
39094,3,3.0,3,3,3.0,3
39104,1,1.0,1,1,1.0,1
39256,1,1.0,1,1,1.0,1
39350,3,3.0,3,3,3.0,3
39473,1,1.0,1,1,1.0,1
39520,3,3.0,3,3,3.0,3
39527,3,3.0,3,3,3.0,3
39627,1,1.0,1,1,1.0,1
39713,6,6.0,6,6,6.0,6
40132,1,1.0,1,1,1.0,1
40395,1,1.0,1,1,1.0,1
40436,1,1.0,1,1,1.0,1
40557,6,6.0,6,6,6.0,6
40634,2,2.0,2,2,2.0,2
41424,4,4.0,4,4,4.0,4
41862,1,1.0,1,1,1.0,1
41895,2,2.0,2,2,2.0,2
41988,6,6.0,6,6,6.0,6
42126,2,2.0,2,2,2.0,2
42852,10,10.0,10,10,10.0,10
42969,1,1.0,1,1,1.0,1
43367,6,6.0,6,6,6.0,6
44134,1,1.0,1,1,1.0,1
44342,4,4.0,4,4,4.0,4
44901,1,1.0,1,1,1.0,1
45166,3,3.0,3,3,3.0,3
45298,3,3.0,3,3,3.0,3
45726,1,1.0,1,1,1.0,1
46044,6,6.0,6,6,6.0,6
46424,4,4.0,4,4,4.0,4
47928,4,4.0,4,4,4.0,4
48603,4,4.0,4,4,4.0,4
48763,2,2.0,2,2,2.0,2
48899,1,1.0,1,1,1.0,1
49136,3,3.0,3,3,3.0,3
49586,1,1.0,1,1,1.0,1
50002,1,1.0,1,1,1.0,1
50049,2,2.0,2,2,2.0,2
50124,3,3.0,3,3,3.0,3
50221,1,1.0,1,1,1.0,1
50287,1,1.0,1,1,1.0,1
51056,1,1.0,1,1,1.0,1
51418,3,3.0,3,3,3.0,3
51428,1,1.0,1,1,1.0,1
51709,1,1.0,1,1,1.0,1
52001,1,1.0,1,1,1.0,1
52412,1,1.0,1,1,1.0,1
52611,2,2.0,2,2,2.0,2
52743,1,1.0,1,1,1.0,1
53721,1,1.0,1,1,1.0,1
54039,1,1.0,1,1,1.0,1
54184,4,4.0,4,4,4.0,4
54579,6,6.0,6,6,6.0,6
55426,1,1.0,1,1,1.0,1
55474,2,2.0,2,2,2.0,2
56242,2,2.0,2,2,2.0,2
56309,1,1.0,1,1,1.0,1
56852,2,2.0,2,2,2.0,2
56964,1,1.0,1,1,1.0,1
57651,2,2.0,2,2,2.0,2
57910,3,3.0,3,3,3.0,3
58869,1,1.0,1,1,1.0,1
58877,1,1.0,1,1,1.0,1
59861,1,1.0,1,1,1.0,1
60033,1,1.0,1,1,1.0,1
60691,1,1.0,1,1,1.0,1
60882,1,1.0,1,1,1.0,1
61251,2,2.0,2,2,2.0,2
61597,1,1.0,1,1,1.0,1
61679,1,1.0,1,1,1.0,1
61749,1,1.0,1,1,1.0,1
62612,2,2.0,2,2,2.0,2
62826,3,3.0,3,3,3.0,3
62989,1,1.0,1,1,1.0,1
64757,1,1.0,1,1,1.0,1
65462,1,1.0,1,1,1.0,1
66070,1,1.0,1,1,1.0,1
66091,2,2.0,2,2,2.0,2
68463,2,2.0,2,2,2.0,2
68995,1,1.0,1,1,1.0,1
69735,1,1.0,1,1,1.0,1
70211,1,1.0,1,1,1.0,1
71530,2,2.0,2,2,2.0,2
71575,2,2.0,2,2,2.0,2
71648,2,2.0,2,2,2.0,2
71936,3,3.0,3,3,3.0,3
72011,2,2.0,2,2,2.0,2
72485,1,1.0,1,1,1.0,1
73951,1,1.0,1,1,1.0,1
74114,1,1.0,1,1,1.0,1
74512,1,1.0,1,1,1.0,1
74706,2,2.0,2,2,2.0,2
74723,1,1.0,1,1,1.0,1
75167,2,2.0,2,2,2.0,2
75190,2,2.0,2,2,2.0,2
75411,1,1.0,1,1,1.0,1
78385,3,3.0,3,3,3.0,3
79106,5,5.0,5,5,5.0,5
80545,2,2.0,2,2,2.0,2
81068,3,3.0,3,3,3.0,3
81085,1,1.0,1,1,1.0,1
81482,2,2.0,2,2,2.0,2
82876,4,4.0,4,4,4.0,4
83194,1,1.0,1,1,1.0,1
83615,1,1.0,1,1,1.0,1
83620,1,1.0,1,1,1.0,1
83646,1,1.0,1,1,1.0,1
83748,3,3.0,3,3,3.0,3
83863,1,1.0,1,1,1.0,1
84745,2,2.0,2,2,2.0,2
84761,2,2.0,2,2,2.0,2
85051,2,2.0,2,2,2.0,2
85990,2,2.0,2,2,2.0,2
87445,1,1.0,1,1,1.0,1
87935,1,1.0,1,1,1.0,1
88058,2,2.0,2,2,2.0,2
89053,1,1.0,1,1,1.0,1
89320,1,1.0,1,1,1.0,1
89365,4,4.0,4,4,4.0,4
89727,3,3.0,3,3,3.0,3
89881,1,1.0,1,1,1.0,1
90711,2,2.0,2,2,2.0,2
91261,1,1.0,1,1,1.0,1
91501,1,1.0,1,1,1.0,1
92741,2,2.0,2,2,2.0,2
94988,1,1.0,1,1,1.0,1
95526,2,2.0,2,2,2.0,2
95841,1,1.0,1,1,1.0,1
96113,1,1.0,1,1,1.0,1
96729,2,2.0,2,2,2.0,2
96829,1,1.0,1,1,1.0,1
97216,1,1.0,1,1,1.0,1
97658,1,1.0,1,1,1.0,1
100501,1,1.0,1,1,1.0,1
101756,1,1.0,1,1,1.0,1
102454,1,1.0,1,1,1.0,1
102852,1,1.0,1,1,1.0,1
103496,1,1.0,1,1,1.0,1
105403,2,2.0,2,2,2.0,2
105530,5,5.0,5,5,5.0,5
105657,1,1.0,1,1,1.0,1
106002,2,2.0,2,2,2.0,2
107123,1,1.0,1,1,1.0,1
109143,1,1.0,1,1,1.0,1
111343,1,1.0,1,1,1.0,1
111537,1,1.0,1,1,1.0,1
114324,1,1.0,1,1,1.0,1
118408,1,1.0,1,1,1.0,1
118628,1,1.0,1,1,1.0,1
119902,1,1.0,1,1,1.0,1
120105,1,1.0,1,1,1.0,1
124609,1,1.0,1,1,1.0,1
124703,1,1.0,1,1,1.0,1
139071,1,1.0,1,1,1.0,1
139892,1,1.0,1,1,1.0,1
141552,1,1.0,1,1,1.0,1
147350,1,1.0,1,1,1.0,1
148347,1,1.0,1,1,1.0,1
153683,1,1.0,1,1,1.0,1
153955,1,1.0,1,1,1.0,1
158645,1,1.0,1,1,1.0,1
158917,4,4.0,4,4,4.0,4
160524,2,2.0,2,2,2.0,2
160894,3,3.0,3,3,3.0,3
172641,1,1.0,1,1,1.0,1
173791,1,1.0,1,1,1.0,1
176711,1,1.0,1,1,1.0,1
176741,1,1.0,1,1,1.0,1
178820,1,1.0,1,1,1.0,1
181556,1,1.0,1,1,1.0,1
182662,1,1.0,1,1,1.0,1
183396,1,1.0,1,1,1.0,1
186461,1,1.0,1,1,1.0,1
188319,3,3.0,3,3,3.0,3
188666,1,1.0,1,1,1.0,1
193834,2,2.0,2,2,2.0,2
193959,1,1.0,1,1,1.0,1
194308,3,3.0,3,3,3.0,3
568715,1,1.0,1,1,1.0,1
65,21,21.0,21,21,21.0,21
191,28,28.0,28,28,28.0,28
418,30,30.0,30,30,30.0,30
541,45,45.0,45,45,45.0,45
558,38,38.0,38,38,38.0,38
1010,55,55.0,55,55,55.0,55
1224,54,54.0,54,54,54.0,54
1258,48,48.0,48,48,48.0,48
1277,56,56.0,56,56,56.0,56
1360,60,60.0,60,60,60.0,60
1840,40,40.0,40,40,40.0,40
2173,55,55.0,55,55,55.0,55
2812,54,54.0,54,54,54.0,54
2895,59,59.0,59,59,59.0,59
2906,46,46.0,46,46,46.0,46
2941,70,70.0,70,70,70.0,70
3009,54,54.0,54,54,54.0,54
3015,66,66.0,66,66,66.0,66
3061,46,46.0,46,46,46.0,46
3106,72,72.0,72,72,72.0,72
3199,60,60.0,60,60,60.0,60
3280,48,48.0,48,48,48.0,48
3391,62,62.0,62,62,62.0,62
3800,73,73.0,73,73,73.0,73
3806,49,49.0,49,49,49.0,49
4126,80,80.0,80,80,80.0,80
4371,50,50.0,50,50,50.0,50
5241,77,77.0,77,77,77.0,77
5418,50,50.0,50,50,50.0,50
5759,37,37.0,37,37,37.0,37
5934,52,52.0,52,52,52.0,52
6401,60,60.0,60,60,60.0,60
6424,34,34.0,34,34,34.0,34
6834,41,41.0,41,41,41.0,41
6892,48,48.0,48,48,48.0,48
7130,43,43.0,43,43,43.0,43
7358,28,28.0,28,28,28.0,28
7436,40,40.0,40,40,40.0,40
7544,37,37.0,37,37,37.0,37
7546,28,28.0,28,28,28.0,28
8092,28,28.0,28,28,28.0,28
8101,26,26.0,26,26,26.0,26
8209,36,36.0,36,36,36.0,36
8305,24,24.0,24,24,24.0,24
9179,24,24.0,24,24,24.0,24
9444,21,21.0,21,21,21.0,21
9618,25,25.0,25,25,25.0,25
10237,29,29.0,29,29,29.0,29
10636,22,22.0,22,22,22.0,22
10889,24,24.0,24,24,24.0,24
11270,19,19.0,19,19,19.0,19
11309,34,34.0,34,34,34.0,34
11495,16,16.0,16,16,16.0,16
11593,23,23.0,23,23,23.0,23
11771,20,20.0,20,20,20.0,20
11860,13,13.0,13,13,13.0,13
12148,12,12.0,12,12,12.0,12
12936,12,12.0,12,12,12.0,12
12967,6,6.0,6,6,6.0,6
13206,7,7.0,7,7,7.0,7
13240,15,15.0,15,15,15.0,15
13299,17,17.0,17,17,17.0,17
13658,7,7.0,7,7,7.0,7
14029,16,16.0,16,16,16.0,16
14259,8,8.0,8,8,8.0,8
14361,10,10.0,10,10,10.0,10
14531,6,6.0,6,6,6.0,6
14805,11,11.0,11,11,11.0,11
14832,23,23.0,23,23,23.0,23
15221,8,8.0,8,8,8.0,8
15758,8,8.0,8,8,8.0,8
15921,6,6.0,6,6,6.0,6
16441,4,4.0,4,4,4.0,4
16673,5,5.0,5,5,5.0,5
16781,5,5.0,5,5,5.0,5
17370,5,5.0,5,5,5.0,5
17595,8,8.0,8,8,8.0,8
18026,5,5.0,5,5,5.0,5
18117,7,7.0,7,7,7.0,7
18404,8,8.0,8,8,8.0,8
18598,8,8.0,8,8,8.0,8
19061,6,6.0,6,6,6.0,6
19115,16,16.0,16,16,16.0,16
19329,9,9.0,9,9,9.0,9
19838,10,10.0,10,10,10.0,10
19845,8,8.0,8,8,8.0,8
19865,3,3.0,3,3,3.0,3
19955,7,7.0,7,7,7.0,7
20335,8,8.0,8,8,8.0,8
20638,7,7.0,7,7,7.0,7
20867,6,6.0,6,6,6.0,6
21071,7,7.0,7,7,7.0,7
21787,5,5.0,5,5,5.0,5
21856,4,4.0,4,4,4.0,4
22102,5,5.0,5,5,5.0,5
22209,7,7.0,7,7,7.0,7
23030,3,3.0,3,3,3.0,3
23090,3,3.0,3,3,3.0,3
23110,8,8.0,8,8,8.0,8
23124,5,5.0,5,5,5.0,5
23146,6,6.0,6,6,6.0,6
23176,9,9.0,9,9,9.0,9
23272,2,2.0,2,2,2.0,2
23772,7,7.0,7,7,7.0,7
23870,1,1.0,1,1,1.0,1
24715,2,2.0,2,2,2.0,2
24782,4,4.0,4,4,4.0,4
24880,1,1.0,1,1,1.0,1
25055,3,3.0,3,3,3.0,3
25240,4,4.0,4,4,4.0,4
25244,1,1.0,1,1,1.0,1
25562,3,3.0,3,3,3.0,3
25725,6,6.0,6,6,6.0,6
25946,3,3.0,3,3,3.0,3
25999,2,2.0,2,2,2.0,2
26389,3,3.0,3,3,3.0,3
27183,6,6.0,6,6,6.0,6
27254,6,6.0,6,6,6.0,6
27276,4,4.0,4,4,4.0,4
27385,3,3.0,3,3,3.0,3
27850,4,4.0,4,4,4.0,4
28615,3,3.0,3,3,3.0,3
28683,3,3.0,3,3,3.0,3
28720,9,9.0,9,9,9.0,9
29299,2,2.0,2,2,2.0,2
29334,3,3.0,3,3,3.0,3
29695,2,2.0,2,2,2.0,2
30276,2,2.0,2,2,2.0,2
30308,1,1.0,1,1,1.0,1
31503,5,5.0,5,5,5.0,5
31545,7,7.0,7,7,7.0,7
31598,1,1.0,1,1,1.0,1
33046,2,2.0,2,2,2.0,2
33090,3,3.0,3,3,3.0,3
33133,1,1.0,1,1,1.0,1
33600,2,2.0,2,2,2.0,2
33831,7,7.0,7,7,7.0,7
34476,2,2.0,2,2,2.0,2
34825,1,1.0,1,1,1.0,1
34987,7,7.0,7,7,7.0,7
35463,1,1.0,1,1,1.0,1
35699,4,4.0,4,4,4.0,4
36077,2,2.0,2,2,2.0,2
36750,2,2.0,2,2,2.0,2
36941,2,2.0,2,2,2.0,2
37122,2,2.0,2,2,2.0,2
37153,2,2.0,2,2,2.0,2
37447,1,1.0,1,1,1.0,1
37894,2,2.0,2,2,2.0,2
37907,1,1.0,1,1,1.0,1
37917,2,2.0,2,2,2.0,2
38114,5,5.0,5,5,5.0,5
38403,1,1.0,1,1,1.0,1
38407,3,3.0,3,3,3.0,3
38579,3,3.0,3,3,3.0,3
38589,1,1.0,1,1,1.0,1
38770,2,2.0,2,2,2.0,2
39407,1,1.0,1,1,1.0,1
39513,5,5.0,5,5,5.0,5
39737,5,5.0,5,5,5.0,5
39763,9,9.0,9,9,9.0,9
39786,2,2.0,2,2,2.0,2
39817,2,2.0,2,2,2.0,2
40197,2,2.0,2,2,2.0,2
40415,3,3.0,3,3,3.0,3
40481,2,2.0,2,2,2.0,2
40599,2,2.0,2,2,2.0,2
40667,7,7.0,7,7,7.0,7
41709,1,1.0,1,1,1.0,1
41883,1,1.0,1,1,1.0,1
42382,1,1.0,1,1,1.0,1
42446,6,6.0,6,6,6.0,6
42653,1,1.0,1,1,1.0,1
42688,2,2.0,2,2,2.0,2
42790,2,2.0,2,2,2.0,2
43097,1,1.0,1,1,1.0,1
43199,2,2.0,2,2,2.0,2
44204,1,1.0,1,1,1.0,1
44557,2,2.0,2,2,2.0,2
44925,2,2.0,2,2,2.0,2
45558,7,7.0,7,7,7.0,7
45724,4,4.0,4,4,4.0,4
45892,2,2.0,2,2,2.0,2
46247,7,7.0,7,7,7.0,7
46253,1,1.0,1,1,1.0,1
46457,2,2.0,2,2,2.0,2
46502,1,1.0,1,1,1.0,1
47536,7,7.0,7,7,7.0,7
47741,1,1.0,1,1,1.0,1
47745,1,1.0,1,1,1.0,1
48041,3,3.0,3,3,3.0,3
48047,8,8.0,8,8,8.0,8
48203,6,6.0,6,6,6.0,6
48229,3,3.0,3,3,3.0,3
48663,3,3.0,3,3,3.0,3
48963,1,1.0,1,1,1.0,1
49257,1,1.0,1,1,1.0,1
49509,2,2.0,2,2,2.0,2
49564,2,2.0,2,2,2.0,2
49925,2,2.0,2,2,2.0,2
50069,1,1.0,1,1,1.0,1
50104,3,3.0,3,3,3.0,3
50197,1,1.0,1,1,1.0,1
50519,3,3.0,3,3,3.0,3
50687,1,1.0,1,1,1.0,1
50805,2,2.0,2,2,2.0,2
51547,2,2.0,2,2,2.0,2
52880,3,3.0,3,3,3.0,3
53301,4,4.0,4,4,4.0,4
53446,3,3.0,3,3,3.0,3
53699,5,5.0,5,5,5.0,5
53716,1,1.0,1,1,1.0,1
53722,1,1.0,1,1,1.0,1
53767,1,1.0,1,1,1.0,1
54239,1,1.0,1,1,1.0,1
54590,4,4.0,4,4,4.0,4
55210,3,3.0,3,3,3.0,3
55329,12,12.0,12,12,12.0,12
55524,2,2.0,2,2,2.0,2
55880,1,1.0,1,1,1.0,1
56552,5,5.0,5,5,5.0,5
56757,8,8.0,8,8,8.0,8
56877,2,2.0,2,2,2.0,2
56905,3,3.0,3,3,3.0,3
57409,1,1.0,1,1,1.0,1
57659,1,1.0,1,1,1.0,1
58661,2,2.0,2,2,2.0,2
59100,2,2.0,2,2,2.0,2
59214,1,1.0,1,1,1.0,1
59246,3,3.0,3,3,3.0,3
60208,3,3.0,3,3,3.0,3
60413,1,1.0,1,1,1.0,1
60600,1,1.0,1,1,1.0,1
60609,1,1.0,1,1,1.0,1
61501,2,2.0,2,2,2.0,2
63125,2,2.0,2,2,2.0,2
63181,1,1.0,1,1,1.0,1
63498,1,1.0,1,1,1.0,1
63586,2,2.0,2,2,2.0,2
63973,1,1.0,1,1,1.0,1
64032,2,2.0,2,2,2.0,2
64141,1,1.0,1,1,1.0,1
64579,1,1.0,1,1,1.0,1
64953,1,1.0,1,1,1.0,1
65885,1,1.0,1,1,1.0,1
66527,2,2.0,2,2,2.0,2
66563,1,1.0,1,1,1.0,1
67180,2,2.0,2,2,2.0,2
69717,1,1.0,1,1,1.0,1
69784,1,1.0,1,1,1.0,1
70310,2,2.0,2,2,2.0,2
70528,2,2.0,2,2,2.0,2
70611,2,2.0,2,2,2.0,2
70640,1,1.0,1,1,1.0,1
70929,1,1.0,1,1,1.0,1
71340,2,2.0,2,2,2.0,2
72132,1,1.0,1,1,1.0,1
72247,1,1.0,1,1,1.0,1
72279,1,1.0,1,1,1.0,1
73239,1,1.0,1,1,1.0,1
73256,1,1.0,1,1,1.0,1
74554,1,1.0,1,1,1.0,1
74848,1,1.0,1,1,1.0,1
75686,1,1.0,1,1,1.0,1
75770,1,1.0,1,1,1.0,1
75774,3,3.0,3,3,3.0,3
76050,1,1.0,1,1,1.0,1
76085,1,1.0,1,1,1.0,1
76472,2,2.0,2,2,2.0,2
77441,1,1.0,1,1,1.0,1
77896,1,1.0,1,1,1.0,1
78104,3,3.0,3,3,3.0,3
78655,6,6.0,6,6,6.0,6
79578,3,3.0,3,3,3.0,3
79711,2,2.0,2,2,2.0,2
79884,1,1.0,1,1,1.0,1
80296,1,1.0,1,1,1.0,1
80638,2,2.0,2,2,2.0,2
81209,1,1.0,1,1,1.0,1
81572,3,3.0,3,3,3.0,3
81970,1,1.0,1,1,1.0,1
82348,1,1.0,1,1,1.0,1
82894,1,1.0,1,1,1.0,1
83034,2,2.0,2,2,2.0,2
83051,3,3.0,3,3,3.0,3
84666,1,1.0,1,1,1.0,1
84817,2,2.0,2,2,2.0,2
84995,1,1.0,1,1,1.0,1
85108,1,1.0,1,1,1.0,1
86153,2,2.0,2,2,2.0,2
87238,1,1.0,1,1,1.0,1
88432,1,1.0,1,1,1.0,1
88930,3,3.0,3,3,3.0,3
89038,1,1.0,1,1,1.0,1
89458,2,2.0,2,2,2.0,2
90714,1,1.0,1,1,1.0,1
91081,2,2.0,2,2,2.0,2
91644,1,1.0,1,1,1.0,1
95980,1,1.0,1,1,1.0,1
96121,1,1.0,1,1,1.0,1
98225,1,1.0,1,1,1.0,1
102308,2,2.0,2,2,2.0,2
121512,1,1.0,1,1,1.0,1
121963,1,1.0,1,1,1.0,1
125442,1,1.0,1,1,1.0,1
127471,1,1.0,1,1,1.0,1
129539,1,1.0,1,1,1.0,1
130871,1,1.0,1,1,1.0,1
133475,1,1.0,1,1,1.0,1
136134,1,1.0,1,1,1.0,1
138347,2,2.0,2,2,2.0,2
142838,3,3.0,3,3,3.0,3
155221,1,1.0,1,1,1.0,1
163320,1,1.0,1,1,1.0,1
168080,1,1.0,1,1,1.0,1
168988,1,1.0,1,1,1.0,1
171073,1,1.0,1,1,1.0,1
172640,1,1.0,1,1,1.0,1
175237,1,1.0,1,1,1.0,1
175732,1,1.0,1,1,1.0,1
176883,1,1.0,1,1,1.0,1
177046,1,1.0,1,1,1.0,1
178483,1,1.0,1,1,1.0,1
182073,2,2.0,2,2,2.0,2
182481,1,1.0,1,1,1.0,1
183411,1,1.0,1,1,1.0,1
184036,2,2.0,2,2,2.0,2
184231,1,1.0,1,1,1.0,1
184366,2,2.0,2,2,2.0,2
185933,1,1.0,1,1,1.0,1
187824,1,1.0,1,1,1.0,1
189434,1,1.0,1,1,1.0,1
189983,1,1.0,1,1,1.0,1
195459,1,1.0,1,1,1.0,1
498758,1,1.0,1,1,1.0,1
222,30,30.0,30,30,30.0,30
270,33,33.0,33,33,33.0,33
293,26,26.0,26,26,26.0,26
730,55,55.0,55,55,55.0,55
938,50,50.0,50,50,50.0,50
1127,54,54.0,54,54,54.0,54
1145,61,61.0,61,61,61.0,61
1371,55,55.0,55,55,55.0,55
1409,53,53.0,53,53,53.0,53
1551,40,40.0,40,40,40.0,40
1642,56,56.0,56,56,56.0,56
2184,45,45.0,45,45,45.0,45
2517,62,62.0,62,62,62.0,62
2570,44,44.0,44,44,44.0,44
2581,45,45.0,45,45,45.0,45
2909,56,56.0,56,56,56.0,56
2989,78,78.0,78,78,78.0,78
2994,59,59.0,59,59,59.0,59
3155,44,44.0,44,44,44.0,44
3327,52,52.0,52,52,52.0,52
3704,59,59.0,59,59,59.0,59
3741,76,76.0,76,76,76.0,76
3845,46,46.0,46,46,46.0,46
3937,49,49.0,49,49,49.0,49
4551,64,64.0,64,64,64.0,64
5079,43,43.0,43,43,43.0,43
5148,44,44.0,44,44,44.0,44
5617,47,47.0,47,47,47.0,47
6156,42,42.0,42,42,42.0,42
6489,45,45.0,45,45,45.0,45
6675,38,38.0,38,38,38.0,38
6856,47,47.0,47,47,47.0,47
6860,45,45.0,45,45,45.0,45
7121,37,37.0,37,37,37.0,37
7583,31,31.0,31,31,31.0,31
7635,25,25.0,25,25,25.0,25
7664,28,28.0,28,28,28.0,28
7679,46,46.0,46,46,46.0,46
7847,37,37.0,37,37,37.0,37
8330,14,14.0,14,14,14.0,14
8636,28,28.0,28,28,28.0,28
8872,35,35.0,35,35,35.0,35
9068,20,20.0,20,20,20.0,20
9632,27,27.0,27,27,27.0,27
9691,25,25.0,25,25,25.0,25
9712,21,21.0,21,21,21.0,21
9793,32,32.0,32,32,32.0,32
10014,35,35.0,35,35,35.0,35
10430,24,24.0,24,24,24.0,24
10573,23,23.0,23,23,23.0,23
10627,19,19.0,19,19,19.0,19
10828,28,28.0,28,28,28.0,28
11243,16,16.0,16,16,16.0,16
11988,27,27.0,27,27,27.0,27
13068,9,9.0,9,9,9.0,9
13509,14,14.0,14,14,14.0,14
13659,19,19.0,19,19,19.0,19
13832,13,13.0,13,13,13.0,13
