15662,1,0
15709,2,1
16145,1,5
16158,5,0
16754,3,0
16772,16,13
17205,10,0
17454,10,0
18406,3,0
18808,12,0
18880,1,0
19054,22,0
19392,2,0
19542,1,0
19639,31,0
19646,4,0
21764,3,0
22353,3,0
22882,6,0
23273,2,0
23669,1,0
25431,3,0
25566,2,0
26602,4,0
26797,7,0
26891,20,0
27911,3,0
28826,20,0
29063,6,0
29576,1,0
29586,1,0
30433,3,0
31691,5,0
32150,6,0
32167,3,0
32294,5,0
32895,2,0
33236,1,0
33380,2,0
33743,1,0
35868,3,0
36702,13,0
36890,4,0
36962,1,0
37889,4,0
38208,3,0
39914,6,0
40490,18,0
40989,4,0
42048,6,0
43701,2,0
45143,2,0
45874,1,0
46529,3,0
46818,1,0
47977,64,0
52078,9,1
53876,7,0
55175,1,0
56488,1,0
60356,4,0
66536,10,0
76849,2,0
77324,14,0
89397,3,0
91746,3,8
93371,2,0
97948,7,0
100012,13,0
105296,20,0
147054,14,0
147199,11,0
163106,11,0
180596,10,0
19,20,7
54,24,0
296,28,12
926,49,9
965,51,5
1217,11,6
1280,47,7
1447,39,3
1537,26,1
1671,13,1
1782,18,2
1951,18,11
2551,15,4
2857,14,1
3051,16,2
3069,17,14
3081,24,4
4082,12,2
4174,11,5
4256,11,2
4552,60,11
4848,45,6
4929,4,4
5936,22,0
6162,16,10
6183,11,3
6189,14,6
6297,21,1
6319,11,28
6362,19,6
6363,7,1
6407,13,3
6508,31,7
6578,5,1
6693,4,6
6700,14,0
7077,8,0
7233,14,1
7827,9,12
8057,21,3
8082,14,2
8133,1,7
8243,6,0
8360,25,0
9051,6,1
9242,6,0
9332,9,6
9341,17,6
9750,4,4
9952,10,3
10151,8,0
10176,11,6
10374,37,5
10431,2,0
10510,11,1
10620,6,6
10632,14,0
10695,12,0
11454,5,4
11574,6,0
11582,5,1
11634,2,0
11673,9,8
11810,11,5
11843,29,0
12328,2,2
12873,3,5
13656,1,1
13843,4,0
14352,57,0
14438,3,0
14496,23,0
14639,9,1
14839,14,2
15274,9,0
15312,27,0
15652,20,3
15799,2,0
16007,3,0
16276,60,0
16828,3,1
17150,1,0
17332,3,0
17334,3,1
17465,17,0
17803,3,0
18233,3,0
18481,10,0
18944,6,0
19344,6,0
19366,1,0
19790,8,0
20257,4,0
20276,29,0
20864,4,2
21041,3,1
21577,13,0
21690,6,0
22078,12,0
22515,31,0
22858,1,1
23119,2,0
23634,8,3
23655,17,0
24398,4,2
24532,3,1
24957,1,0
25930,2,0
26080,8,0
26183,5,0
27121,3,0
28083,3,0
28414,5,0
28623,1,0
30030,1,1
33518,3,4
35611,1,0
38840,8,0
38966,3,0
39330,3,0
39607,2,0
39849,3,0
40622,5,0
41722,6,0
42029,2,0
42954,2,0
44092,2,0
44617,2,0
45300,6,0
46128,6,0
46140,1,0
48651,3,0
49550,1,0
50924,6,0
51676,3,0
53600,14,0
54456,1,0
57331,6,0
61735,1,0
66986,1,0
70634,1,0
71819,1,0
74470,2,0
78921,4,0
87438,3,0
95120,7,0
104193,2,0
108597,20,0
110756,2,0
111222,20,0
184643,23,0
248570,21,0
277,11,12
287,13,20
348,32,1
415,29,0
847,6,9
1077,46,0
1336,9,4
1594,21,0
1958,23,0
2157,9,5
2486,24,2
2648,25,0
2940,39,12
3252,11,51
3640,80,4
4117,25,1
4905,6,1
5339,6,7
5417,24,5
5692,4,0
5741,20,2
5799,3,15
6172,17,3
6361,54,8
6664,13,1
6760,17,0
6917,17,4
6922,59,2
7202,11,17
7215,5,11
7612,14,8
7800,13,4
7867,23,1
7872,2,18
7949,12,1
8493,22,3
8881,12,0
9019,4,0
9102,7,5
9135,21,10
9891,6,0
10028,12,4
10748,16,1
10988,8,16
11085,2,0
11112,15,1
11204,6,6
11638,20,3
12085,3,0
12216,1,0
12253,7,0
12467,21,0
12920,1,5
13317,13,0
13533,2,0
13585,6,0
13596,3,0
13695,19,0
13732,39,0
13787,20,0
13798,27,1
13924,2,0
14005,3,0
14304,3,0
14450,3,1
14617,1,0
14676,10,1
14972,15,0
15019,33,1
15147,2,0
15327,17,2
15430,8,0
15521,17,0
15773,69,0
16361,2,1
16492,3,1
16596,3,0
16651,32,2
16888,1,3
17033,1,0
17100,5,0
17303,10,0
17668,4,0
17871,4,1
18429,4,3
18433,4,0
18799,6,0
19092,4,0
19192,17,0
19324,4,0
19370,2,0
19484,8,0
19540,18,0
19999,6,8
20062,13,0
20404,10,0
20461,5,0
20473,1,0
20588,6,3
20729,5,0
20738,2,5
20850,7,5
21429,3,0
21431,1,0
21562,14,3
21811,4,0
22170,1,0
22612,39,0
22979,6,0
24029,2,0
24140,5,0
25229,2,0
26274,4,0
27468,3,0
28112,3,0
28566,9,0
28673,73,0
28786,3,0
29829,5,0
30321,6,0
30400,1,0
30707,2,4
31164,3,5
31444,3,0
31452,1,0
32035,5,0
32655,3,0
34716,4,0
35900,3,0
38955,3,0
39871,4,0
40403,3,0
40925,3,0
41828,4,0
43458,3,0
43697,2,0
46386,1,0
47178,3,0
50082,8,0
52533,4,0
57657,9,0
64881,2,0
75136,8,0
77415,4,0
89349,4,0
102856,1,0
149399,11,0
170884,14,0
177021,10,0
182261,2,0
502,89,1
656,45,5
1055,10,0
1480,4,14
1921,40,5
2088,44,7
2244,16,7
2583,65,7
2881,11,2
2900,12,11
3144,11,3
3296,25,10
3302,26,22
3382,15,19
3603,1,2
3680,14,9
3869,27,0
4108,36,1
4113,12,0
4161,23,23
4473,5,5
4872,35,0
5107,23,2
5126,8,1
5729,13,6
5888,14,22
6130,5,7
6225,9,1
6262,15,0
6322,44,0
6555,9,1
7032,5,0
7234,15,4
7504,8,0
7539,10,3
7637,4,1
8146,12,3
8228,5,0
8640,19,0
8846,13,1
8977,29,4
9114,3,0
9134,16,0
9207,2,0
9295,10,0
9809,5,2
9954,8,0
10070,10,6
10141,4,3
10246,4,0
10284,6,0
10382,9,0
10622,15,0
10670,7,1
10946,1,0
11124,5,0
11142,1,2
11420,3,2
11581,9,0
11678,5,3
11943,5,0
12596,7,0
12697,6,0
12860,4,0
12889,12,2
12970,8,0
13058,12,0
13166,3,9
13242,5,0
13487,4,1
13551,3,2
13612,2,0
13871,11,0
13882,6,0
14106,17,0
14116,1,0
14124,3,0
14158,4,0
14415,7,0
14442,4,0
14573,5,0
14794,17,3
15185,10,0
15315,7,0
15571,2,0
15838,16,0
15993,10,0
16404,3,0
17984,2,0
18270,3,0
19224,2,0
19603,7,0
19859,6,0
19921,7,0
20166,4,0
20629,2,0
21439,9,0
21877,3,3
22470,1,0
23104,4,3
23225,15,0
23406,11,0
23563,9,0
23643,3,0
24964,2,0
25547,1,0
25590,2,0
25834,3,0
26625,1,0
27453,2,0
27512,9,0
27753,2,0
27814,11,0
28754,2,0
30166,4,0
31119,20,0
31822,19,0
35196,2,0
35227,2,0
35304,1,0
37614,4,0
42340,9,1
44762,3,0
46716,6,0
50618,7,0
51881,27,0
56458,12,0
60289,6,0
68133,1,0
68782,2,0
71721,4,0
75013,10,0
85397,2,0
91990,3,0
96109,2,0
107887,2,0
146265,11,0
146543,2,0
286070,3,0
112,14,1
113,8,4
155,25,3
167,38,5
299,37,0
385,20,4
736,13,0
831,27,10
1042,14,7
1599,20,15
1738,14,9
1882,30,3
2175,8,18
2364,81,13
2400,31,3
2403,16,13
2672,20,10
2878,14,1
3324,22,2
4131,26,6
4300,53,8
5009,4,4
5172,29,6
5208,17,0
5579,2,10
5915,40,8
5918,8,1
6252,249,0
6351,14,5
6605,22,0
7010,15,5
7139,30,12
7207,12,2
7540,30,2
7555,16,1
8421,13,9
8438,1,1
8777,13,6
9156,17,0
9228,19,0
9348,3,1
9418,27,0
9526,12,0
9852,7,0
10123,9,0
10166,3,3
10168,10,0
10182,27,2
10388,14,0
10428,4,2
11009,1,0
11038,14,0
11846,5,0
12073,10,1
12138,3,0
12202,1,0
12683,19,4
12730,13,0
12799,33,2
12809,4,0
12878,1,0
13351,4,0
13521,8,0
13845,4,0
13926,7,0
13960,15,0
14043,1,0
14152,1,1
14232,13,1
14284,2,0
14443,15,0
14556,64,2
14578,4,0
15579,11,1
15772,5,0
16127,5,1
16243,1,1
17094,3,0
17179,7,2
17219,2,0
17689,1,0
17802,5,6
17930,9,0
17933,4,0
17949,3,5
18093,10,0
18096,3,0
18221,29,0
18274,8,0
18837,6,0
19143,2,0
19274,3,0
19312,4,0
19648,1,0
19653,6,0
20856,9,0
21244,1,0
21455,10,0
21950,5,0
22172,4,0
22252,3,0
22498,2,0
24403,1,0
24811,1,0
25126,34,0
25327,2,0
25645,1,0
26718,3,0
27413,1,4
27424,2,0
28324,6,0
28773,12,1
28817,2,0
28922,6,0
29510,6,0
30892,2,0
31143,14,0
31251,3,0
31777,1,0
33702,7,0
34166,5,0
36320,6,0
41506,12,1
42285,8,0
43915,8,0
46070,2,0
46245,3,0
46446,13,0
48867,5,0
48957,2,0
49795,3,0
49833,15,0
51177,5,0
52377,4,0
53551,11,0
59482,1,0
59872,1,0
62985,1,0
70019,3,0
70657,2,0
81798,6,0
87468,2,0
99711,20,0
110150,14,0
114951,2,0
157719,11,0
245948,3,0
237,21,10
241,34,0
347,33,0
564,29,10
588,9,3
602,34,20
857,16,0
1497,19,38
1547,8,5
1636,30,1
1740,18,9
1983,45,6
2278,26,8
2341,26,1
2549,38,20
2660,43,2
2882,3,1
3158,29,10
3484,18,1
3491,78,2
3662,11,4
3888,25,7
4028,2,0
4220,22,27
4684,16,2
4762,31,1
4798,21,0
5025,10,2
5213,7,2
5304,22,0
5343,47,0
5364,15,4
6044,13,2
6136,4,7
6479,6,0
6614,23,3
6635,27,10
6676,69,3
6690,10,11
7325,10,3
7408,2,1
7608,7,10
7796,16,0
7819,13,10
7911,58,0
8037,13,0
8320,18,0
8801,7,2
9270,25,0
9746,5,1
10000,12,9
10019,1,1
10078,9,15
10240,9,0
10282,54,1
10499,28,4
11101,29,3
11148,13,17
11222,17,0
11393,8,1
11419,2,2
11700,8,0
12215,13,0
12237,12,0
12559,6,1
12863,11,1
13207,8,0
13230,1,0
13286,11,3
13859,28,1
14380,4,0
15424,2,0
15552,7,2
15692,2,2
16063,4,0
16591,3,0
16644,10,0
17198,7,1
17316,4,0
17333,8,0
17502,20,2
17605,4,1
17919,3,0
18197,16,0
18553,1,4
18555,15,0
18742,1,0
18778,7,0
19182,14,1
19544,2,1
19891,25,0
20009,27,0
20232,11,0
20443,7,0
20590,1,0
21709,6,0
21747,21,3
21885,12,0
22331,1,0
22345,16,0
22556,7,2
22833,3,17
22856,7,0
23275,1,0
24541,30,0
25046,2,0
25408,1,0
26605,7,0
26609,1,0
26717,2,1
28945,2,0
29860,12,0
29970,1,0
31249,1,0
31312,3,0
32057,3,0
32109,3,0
32662,18,0
34054,40,0
35499,8,0
35841,4,1
36442,3,0
37404,3,0
38299,1,0
38325,9,0
38350,4,0
38825,4,0
39384,9,0
39393,18,0
42509,2,0
42704,14,0
43465,4,0
44264,5,0
45491,5,0
46506,5,0
46521,3,0
48362,8,0
53143,1,0
53528,3,0
55192,14,0
56226,5,0
57097,1,0
59978,3,0
66638,2,0
70394,1,0
71211,9,0
77438,18,0
78670,2,0
79696,1,0
86316,3,0
91922,2,1
97664,2,0
98121,13,0
102426,1,0
103385,20,0
104406,20,0
111755,20,0
114529,20,0
144424,11,0
160097,11,0
168722,1,0
176389,10,0
989444,1,56
22,86,11
198,29,29
330,30,13
414,31,3
530,29,23
724,29,12
1211,28,4
1241,20,17
1338,24,6
1526,17,4
1640,5,2
1711,61,4
1905,26,6
2263,30,3
2317,52,7
2355,10,11
2378,13,25
2488,28,0
2489,15,7
2535,33,1
2612,9,2
2681,22,6
2966,30,1
3200,22,3
3368,32,6
3930,53,6
4187,24,1
4206,30,3
4235,20,8
4277,3,3
4478,31,3
4480,20,0
4603,16,13
4935,9,7
5279,46,4
5287,40,17
5396,11,2
5846,12,12
5871,10,0
5895,17,4
5964,15,0
6086,12,2
6226,11,1
6313,30,1
6678,19,7
6809,15,2
7148,18,6
7392,33,4
7499,27,0
7616,25,12
7985,12,2
7996,9,0
8104,12,5
8174,22,3
8254,7,0
8264,19,12
8965,7,0
9032,29,0
9567,36,0
9672,1,1
9969,9,1
10287,9,0
10321,5,2
10624,2,2
11037,8,3
11143,11,1
11441,17,0
11595,3,0
11623,16,0
11913,3,0
12047,21,0
12448,6,0
12558,5,0
12929,26,0
12952,10,0
13091,15,0
13185,2,1
13391,3,1
13465,3,0
13679,7,0
13733,41,0
13802,6,0
14297,1,0
14445,5,0
14804,15,3
16372,6,0
16443,4,1
16813,3,0
16860,2,1
17314,4,0
17458,11,0
17748,4,0
17898,7,0
17969,12,4
18207,19,0
18266,2,0
19437,1,0
19566,1,0
19589,32,1
19984,3,0
20249,3,0
20285,3,0
21082,11,0
22392,6,0
22483,2,0
22774,2,0
23008,5,0
23742,2,0
24070,11,0
24147,2,0
25102,1,0
25607,2,0
25799,3,0
25801,5,0
26254,5,0
27024,3,0
27250,3,0
27940,1,0
28132,4,0
28588,3,0
28686,22,1
30157,2,0
30242,6,0
32507,9,0
32529,6,0
33434,8,0
33896,1,0
36006,3,0
38282,4,0
41001,2,0
42504,1,0
43058,3,0
43273,5,0
44854,2,0
45332,1,1
45537,3,0
46672,2,0
47485,9,0
47680,2,0
48053,3,0
49741,2,0
51261,3,0
51589,6,0
54741,6,0
56310,8,0
64963,2,0
65193,2,0
68605,8,0
69202,12,0
69559,2,0
73657,3,0
79614,27,0
81050,3,0
81729,2,0
83350,8,4
95209,2,0
164161,11,0
174588,4,0
177159,10,0
179567,11,0
184010,1,0
130,33,2
196,41,4
427,44,7
486,46,15
487,35,0
823,32,4
932,48,1
1050,36,7
1059,21,17
1152,42,12
1157,47,12
1374,27,4
1403,41,5
1428,18,3
1972,17,0
2277,29,0
2282,55,12
2439,17,13
2473,36,4
2706,33,1
2828,55,2
3024,8,0
3125,30,13
3821,11,0
4482,28,3
4545,26,0
4806,9,4
4923,15,0
5544,17,3
5551,11,24
6081,22,2
6284,24,0
6458,6,0
6722,9,29
6933,23,4
6985,7,0
7226,6,12
7478,28,9
7576,1,1
7783,26,5
7826,15,0
7967,17,0
8078,18,2
8319,31,14
8461,9,5
8716,11,6
8964,9,4
9188,12,0
10091,3,0
10330,41,4
10861,23,2
11329,8,0
11617,74,0
11667,2,0
11830,26,0
11856,15,7
11982,3,2
12029,3,0
12064,6,0
12795,19,0
12882,6,0
12891,5,0
13004,6,0
13241,5,11
13357,3,0
13359,33,0
13829,12,0
14251,14,0
14798,5,0
15104,7,3
16425,3,0
16451,1,0
16735,3,1
16961,3,1
17207,6,0
17371,12,1
17438,3,0
17495,3,0
17577,5,0
17602,4,0
18793,6,0
18883,8,0
19266,6,3
20250,12,0
20326,15,0
20342,14,0
20894,1,0
21103,3,0
22234,6,0
22374,3,0
22448,33,0
23872,1,0
24090,1,0
24396,6,0
25660,1,0
25763,3,0
25877,9,0
25950,7,0
26000,1,0
26229,8,0
26732,1,0
27571,48,0
28101,7,0
28400,4,0
28609,3,0
29024,12,0
29083,2,0
30026,3,0
30637,12,0
31017,2,0
33276,3,0
34294,5,0
35862,3,0
37105,3,0
38610,4,0
39053,1,0
39308,2,0
39310,6,0
40350,15,3
42438,2,0
43548,8,0
43786,2,0
47440,1,0
50537,7,0
50789,7,0
50970,6,0
55599,10,0
55652,7,0
55915,2,0
57746,4,0
62957,1,0
64464,2,0
64638,4,0
65031,15,0
66183,4,0
70223,1,1
71299,2,0
81599,3,0
82548,2,0
88230,3,0
89992,2,0
113177,2,0
148652,2,0
151465,11,0
152750,11,0
158509,11,0
163102,11,0
177036,10,0
179673,18,0
763155,1,43
7,13,9
77,39,8
677,19,7
1353,25,1
1505,41,0
1527,19,4
1760,28,1
1873,41,8
1979,7,4
2007,22,2
2241,24,15
2611,29,7
2720,26,2
2775,46,5
2983,11,2
3240,20,0
3243,10,11
3352,31,3
3489,51,0
3988,48,3
4377,8,3
4413,10,0
4517,28,3
4559,6,5
4636,38,15
4729,26,1
4819,11,3
4925,32,1
5099,53,6
5193,22,13
5446,27,0
5605,6,10
5625,20,0
5690,55,5
6184,3,44
6502,16,3
6734,24,1
6858,4,3
6893,18,3
6921,21,1
6956,10,7
7093,4,0
7372,38,0
7881,106,3
7918,19,4
8253,27,0
8267,5,1
8452,11,0
8536,3,3
8907,1,10
9266,22,6
9342,22,0
9535,9,11
9818,6,0
9994,21,9
10037,5,1
10425,13,0
10473,8,0
10520,8,4
10546,6,0
10615,9,2
10655,23,4
10684,4,0
10710,26,2
10989,12,0
11074,3,2
11115,12,1
11257,7,0
11450,3,0
11832,55,0
12493,15,1
12737,14,0
13023,6,0
13183,6,0
13187,3,0
13200,2,4
13303,7,1
13571,18,8
14230,10,0
14420,2,3
14521,1,0
14748,8,3
14813,10,0
15116,2,0
15240,24,0
15513,3,3
15829,15,0
16273,15,1
16342,17,4
16490,15,0
16625,3,0
16716,22,0
16761,2,0
16818,5,0
16989,11,0
17234,1,0
17932,4,0
18072,24,0
18364,4,0
19244,1,1
19330,3,0
21403,2,0
21669,6,0
21752,5,0
22423,3,0
23397,1,0
23510,1,9
24185,3,0
24527,3,0
24909,2,0
25900,1,5
26227,9,1
26699,4,0
27781,1,0
28660,5,0
28775,1,0
28845,3,0
28993,1,0
29267,6,0
29536,1,0
30101,4,0
31674,3,0
31898,3,1
32769,3,0
35000,2,0
35606,6,0
35964,6,0
36123,4,0
36301,14,0
38200,12,0
38775,3,3
39179,5,0
40070,1,0
41419,2,0
42495,4,0
44141,10,0
45650,1,0
46498,3,0
49686,1,0
55182,5,0
55894,1,0
56304,9,0
59466,1,0
60288,22,0
64295,3,0
65580,3,0
68936,6,0
69534,2,0
77047,1,2
95347,2,0
98259,4,0
102274,14,0
130737,3,0
143956,11,0
145627,11,0
149929,11,0
150962,1,0
154594,11,0
159476,11,0
170712,14,0
176205,10,0
34,22,1
184,22,6
532,28,3
635,11,27
858,68,57
1041,19,28
1427,51,16
1529,12,0
1540,23,3
1687,41,4
1887,25,8
2158,21,3
2476,14,6
2577,13,7
2724,53,1
2929,12,1
2961,50,0
3161,22,5
3269,28,6
3311,13,7
3362,12,1
3495,17,4
3854,17,0
4051,22,14
4139,4,65
4179,18,2
4492,14,5
4657,26,3
4668,4,0
4732,8,3
5031,26,0
5219,28,8
5275,20,3
5400,24,15
5496,2,8
5693,12,0
5721,76,1
5823,6,13
5882,13,1
6045,30,6
6201,16,0
6471,12,0
6491,22,5
6999,16,6
7111,35,2
7287,22,2
7384,6,1
7742,21,0
7759,11,0
7845,6,0
7861,11,4
8353,6,0
8495,2,0
8595,25,1
8943,31,4
9117,5,8
9218,18,3
9504,2,0
9778,52,3
9908,9,0
10106,61,0
10456,5,0
10466,5,0
10566,6,0
10715,37,8
10759,19,0
11894,8,9
12037,4,0
12113,25,0
12127,5,7
12236,4,2
12260,4,3
12300,1,0
12533,15,0
12820,6,0
13421,4,1
13424,2,0
14047,5,0
14492,7,1
14560,3,0
14564,24,0
14701,9,0
15046,42,2
15724,4,0
15823,10,0
16535,2,2
17157,8,0
17794,11,0
17850,8,0
17976,7,0
18281,15,3
18528,2,0
18613,4,0
18781,1,2
19190,2,0
19388,8,0
19507,29,0
19887,4,0
19977,4,0
20050,35,0
20584,1,0
21060,20,0
21603,5,0
21636,4,0
21883,6,0
22596,6,0
23358,1,0
23611,2,0
24023,1,0
24343,6,0
24930,2,0
25371,5,0
25883,5,0
25934,16,0
25952,2,0
26105,3,0
26237,2,0
26529,14,0
26536,3,1
26565,7,0
27087,1,0
27709,3,0
27738,4,0
28391,3,0
28849,3,0
28980,6,0
29921,6,0
30287,12,0
31618,7,0
34353,3,3
34543,3,1
35424,3,0
35478,4,2
40216,2,0
41639,2,0
41979,9,0
42564,2,0
42727,1,0
42819,4,0
43452,5,0
46566,10,0
48870,12,2
49306,1,0
50534,3,0
51301,7,0
51488,2,0
53334,2,0
55547,2,0
58343,2,0
59811,14,0
62862,3,0
64116,2,0
68079,3,0
80890,2,0
83136,3,0
88687,3,0
91935,2,0
95533,2,0
110457,2,0
119734,3,0
152965,11,0
164173,11,0
171482,14,0
177517,10,0
290960,2,0
463,38,6
551,27,3
830,29,1
853,28,1
939,22,5
1200,34,8
1319,52,4
1329,37,7
1460,18,8
1471,15,10
1542,10,12
2033,30,1
2181,37,7
2309,22,7
2508,26,7
3031,19,7
3102,23,6
3341,11,2
3634,31,2
3865,14,0
4066,23,1
4147,75,0
4370,17,9
5224,17,6
5240,4,1
5483,29,1
5581,14,0
5733,26,1
5913,22,1
5947,48,2
5957,11,16
6055,29,0
6089,44,1
6113,16,9
6380,35,1
6478,24,2
6647,23,0
6680,20,0
6762,12,5
7036,48,10
7370,4,0
7411,3,6
7566,20,5
7618,22,0
7905,13,2
7953,27,17
8285,1,0
8318,25,0
8342,34,3
8600,8,0
9034,33,0
9037,1,0
9163,24,1
9330,18,0
9432,3,0
9623,8,0
10259,23,1
10297,19,5
10418,6,3
10530,7,0
